_link,_link_main,id,title,description
3496.tender.criteria.4,3496,58904,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
3497.tender.criteria.0,3497,3510,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
3497.tender.criteria.1,3497,3511,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
3497.tender.criteria.2,3497,3512,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
3497.tender.criteria.3,3497,3513,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
3497.tender.criteria.4,3497,3514,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
3498.tender.criteria.0,3498,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
3500.tender.criteria.0,3500,190224,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
3500.tender.criteria.1,3500,190225,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
3500.tender.criteria.2,3500,190226,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
3500.tender.criteria.3,3500,190227,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
3500.tender.criteria.4,3500,190228,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
3500.tender.criteria.5,3500,190229,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
3500.tender.criteria.6,3500,190230,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
3500.tender.criteria.7,3500,190231,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y 2073-074.should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
3502.tender.criteria.0,3502,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
3503.tender.criteria.0,3503,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
3509.tender.criteria.0,3509,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
3510.tender.criteria.0,3510,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
3512.tender.criteria.0,3512,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
3513.tender.criteria.0,3513,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
3514.tender.criteria.0,3514,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
3516.tender.criteria.0,3516,86080,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
3516.tender.criteria.1,3516,86081,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
3516.tender.criteria.2,3516,86082,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
3516.tender.criteria.3,3516,86083,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
3516.tender.criteria.4,3516,86084,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
3516.tender.criteria.5,3516,86085,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
3516.tender.criteria.6,3516,86086,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
